,startid,endid
14335,327,3370
14336,327,3671
14337,327,3146
14338,327,3438
14339,327,3140
14340,309,3370
14341,309,3671
14342,309,3146
14343,309,3438
14344,309,3140
14345,195,3370
14346,195,3671
14347,195,3146
14348,195,3438
14349,195,3140
14350,3002,3177
14351,3002,3171
14352,3002,3285
14354,3002,3289
14355,363,3177
14356,363,3171
14357,363,3285
14359,363,3289
14360,327,3177
14361,327,3171
14362,327,3285
14364,327,3289
14365,309,3177
14366,309,3171
14367,309,3285
14369,309,3289
14370,195,3177
14371,195,3171
14372,195,3285
14374,195,3289
14450,3002,509
14451,3002,453
14452,3002,462
14453,3002,3658
14455,363,509
14456,363,453
14457,363,462
14458,363,3658
14460,327,509
14461,327,453
14462,327,462
14463,327,3658
14465,309,509
14466,309,453
14467,309,462
14468,309,3658
14470,195,509
14471,195,453
14472,195,462
14473,195,3658
14501,3002,3684
14506,363,3684
14511,327,3684
14516,309,3684
14521,195,3684
14525,3002,3088
14526,3002,3087
14527,3002,3090
14528,3002,3091
14529,3002,471
14530,363,3088
14531,363,3087
14532,363,3090
14533,363,3091
14534,363,471
14535,327,3088
14536,327,3087
14537,327,3090
14538,327,3091
14539,327,471
14540,309,3088
14541,309,3087
14542,309,3090
14543,309,3091
14544,309,471
14545,195,3088
14546,195,3087
14547,195,3090
14548,195,3091
14549,195,471
14550,3002,3077
14551,3002,3071
14552,3002,3073
14553,3002,3069
14554,3002,3080
14555,363,3077
14556,363,3071
14557,363,3073
14558,363,3069
14559,363,3080
14560,327,3077
14561,327,3071
14562,327,3073
14563,327,3069
14564,327,3080
14565,309,3077
14566,309,3071
14567,309,3073
14568,309,3069
14569,309,3080
14570,195,3077
14571,195,3071
14572,195,3073
14573,195,3069
14574,195,3080
14626,3002,417
14631,363,417
14636,327,417
14641,309,417
14646,195,417
14651,3002,3151
14652,3002,3372
14653,3002,3156
14656,363,3151
14657,363,3372
14658,363,3156
14661,327,3151
14662,327,3372
14663,327,3156
14666,309,3151
14667,309,3372
14668,309,3156
14671,195,3151
14672,195,3372
14673,195,3156
14675,3002,3148
14676,3002,3150
14677,3002,3288
14678,3002,3157
14679,3002,3290
14680,363,3148
14681,363,3150
14682,363,3288
14683,363,3157
14684,363,3290
14685,327,3148
14686,327,3150
14687,327,3288
14688,327,3157
14689,327,3290
14690,309,3148
14691,309,3150
14692,309,3288
14693,309,3157
14694,309,3290
14695,195,3148
14696,195,3150
14697,195,3288
14698,195,3157
14699,195,3290
14729,3477,3300
14734,3478,3300
14735,3324,3477
14736,3324,3478
14737,3324,3423
14738,3324,3310
14739,3324,3300
14740,3322,3477
14741,3322,3478
14742,3322,3423
14743,3322,3310
14744,3322,3300
14745,3319,3477
14746,3319,3478
14747,3319,3423
14748,3319,3310
14749,3319,3300
14762,3324,3324
14763,3324,3322
14764,3324,3319
14767,3322,3324
14768,3322,3322
14769,3322,3319
14772,3319,3324
14773,3319,3322
14774,3319,3319
14825,3477,391
14826,3477,406
14827,3477,322
14828,3477,314
14829,3477,407
14830,3478,391
14831,3478,406
14832,3478,322
14833,3478,314
14834,3478,407
14835,3324,391
14836,3324,406
14837,3324,322
14838,3324,314
14839,3324,407
14840,3322,391
14841,3322,406
14842,3322,322
14843,3322,314
14844,3322,407
14845,3319,391
14846,3319,406
14847,3319,322
14848,3319,314
14849,3319,407
14850,3477,3052
14851,3477,3064
14852,3477,3058
14853,3477,3059
14854,3477,3179
14855,3478,3052
14856,3478,3064
14857,3478,3058
14858,3478,3059
14859,3478,3179
14860,3324,3052
14861,3324,3064
14862,3324,3058
14863,3324,3059
14864,3324,3179
14865,3322,3052
14866,3322,3064
14867,3322,3058
14868,3322,3059
14869,3322,3179
14870,3319,3052
14871,3319,3064
14872,3319,3058
14873,3319,3059
14874,3319,3179
14879,3477,3054
14884,3478,3054
14889,3324,3054
14894,3322,3054
14899,3319,3054
14900,3477,323
14901,3477,390
14902,3477,392
14903,3477,261
14904,3477,239
14905,3478,323
14906,3478,390
14907,3478,392
14908,3478,261
14909,3478,239
14910,3324,323
14911,3324,390
14912,3324,392
14913,3324,261
14914,3324,239
14915,3322,323
14916,3322,390
14917,3322,392
14918,3322,261
14919,3322,239
14920,3319,323
14921,3319,390
14922,3319,392
14923,3319,261
14924,3319,239
14960,3324,3599
14961,3324,3601
14962,3324,3596
14963,3324,3604
14964,3324,3661
14965,3322,3599
14966,3322,3601
14967,3322,3596
14968,3322,3604
14969,3322,3661
14970,3319,3599
14971,3319,3601
14972,3319,3596
14973,3319,3604
14974,3319,3661
14975,3477,402
14976,3477,503
14977,3477,435
14978,3477,3641
14979,3477,497
14980,3478,402
14981,3478,503
14982,3478,435
14983,3478,3641
14984,3478,497
14985,3324,402
14986,3324,503
14987,3324,435
14988,3324,3641
14989,3324,497
14990,3322,402
14991,3322,503
14992,3322,435
14993,3322,3641
14994,3322,497
14995,3319,402
14996,3319,503
14997,3319,435
14998,3319,3641
14999,3319,497
15025,3477,291
15026,3477,356
15027,3477,502
15028,3477,350
15029,3477,349
15030,3478,291
15031,3478,356
15032,3478,502
15033,3478,350
15034,3478,349
15035,3324,291
15036,3324,356
15037,3324,502
15038,3324,350
15039,3324,349
15040,3322,291
15041,3322,356
15042,3322,502
15043,3322,350
15044,3322,349
15045,3319,291
15046,3319,356
15047,3319,502
15048,3319,350
15049,3319,349
15054,3477,3631
15059,3478,3631
15064,3324,3631
15069,3322,3631
15074,3319,3631
15075,3477,3297
15076,3477,3306
15077,3477,3365
15078,3477,3304
15079,3477,3405
15080,3478,3297
15081,3478,3306
15082,3478,3365
15083,3478,3304
15084,3478,3405
15085,3324,3297
15086,3324,3306
15087,3324,3365
15088,3324,3304
15089,3324,3405
15090,3322,3297
15091,3322,3306
15092,3322,3365
15093,3322,3304
15094,3322,3405
15095,3319,3297
15096,3319,3306
15097,3319,3365
15098,3319,3304
15099,3319,3405
15100,3477,3342
15101,3477,3340
15102,3477,3344
15103,3477,3393
15104,3477,3394
15105,3478,3342
15106,3478,3340
15107,3478,3344
15108,3478,3393
15109,3478,3394
15110,3324,3342
15111,3324,3340
15112,3324,3344
15113,3324,3393
15114,3324,3394
15115,3322,3342
15116,3322,3340
15117,3322,3344
15118,3322,3393
15119,3322,3394
15120,3319,3342
15121,3319,3340
15122,3319,3344
15123,3319,3393
15124,3319,3394
15150,3477,3243
15151,3477,3142
15152,3477,3688
15153,3477,454
15154,3477,305
15155,3478,3243
15156,3478,3142
15157,3478,3688
15158,3478,454
15159,3478,305
15160,3324,3243
15161,3324,3142
15162,3324,3688
15163,3324,454
15164,3324,305
15165,3322,3243
15166,3322,3142
15167,3322,3688
15168,3322,454
15169,3322,305
15170,3319,3243
15171,3319,3142
15172,3319,3688
15173,3319,454
15174,3319,305
15175,3477,3370
15176,3477,3671
15177,3477,3146
15178,3477,3438
15179,3477,3140
15180,3478,3370
15181,3478,3671
15182,3478,3146
15183,3478,3438
15184,3478,3140
15185,3324,3370
15186,3324,3671
15187,3324,3146
15188,3324,3438
15189,3324,3140
15190,3322,3370
15191,3322,3671
15192,3322,3146
15193,3322,3438
15194,3322,3140
15195,3319,3370
15196,3319,3671
15197,3319,3146
15198,3319,3438
15199,3319,3140
15200,3477,3088
15201,3477,3087
15202,3477,3090
15203,3477,3091
15204,3477,471
15205,3478,3088
15206,3478,3087
15207,3478,3090
15208,3478,3091
15209,3478,471
15210,3324,3088
15211,3324,3087
15212,3324,3090
15213,3324,3091
15214,3324,471
15215,3322,3088
15216,3322,3087
15217,3322,3090
15218,3322,3091
15219,3322,471
15220,3319,3088
15221,3319,3087
15222,3319,3090
15223,3319,3091
15224,3319,471
15225,3477,3077
15226,3477,3071
15227,3477,3073
15228,3477,3069
15229,3477,3080
15230,3478,3077
15231,3478,3071
15232,3478,3073
15233,3478,3069
15234,3478,3080
15235,3324,3077
15236,3324,3071
15237,3324,3073
15238,3324,3069
15239,3324,3080
15240,3322,3077
15241,3322,3071
15242,3322,3073
15243,3322,3069
15244,3322,3080
15245,3319,3077
15246,3319,3071
15247,3319,3073
15248,3319,3069
15249,3319,3080
15290,3519,3528
15291,3519,3522
15292,3519,3691
15293,3519,3519
15294,3519,3598
15300,3528,358
15301,3528,127
15302,3528,347
15303,3528,346
15304,3528,247
15305,3522,358
15306,3522,127
15307,3522,347
15308,3522,346
15309,3522,247
15310,3691,358
15311,3691,127
15312,3691,347
15313,3691,346
15314,3691,247
15315,3519,358
15316,3519,127
15317,3519,347
15318,3519,346
15319,3519,247
15320,3598,358
15321,3598,127
15322,3598,347
15323,3598,346
15324,3598,247
15350,3054,394
15351,3054,339
15352,3054,3632
15353,3054,445
15354,3054,266
15355,3050,394
15356,3050,339
15357,3050,3632
15358,3050,445
15359,3050,266
15360,3241,394
15361,3241,339
15362,3241,3632
15363,3241,445
15364,3241,266
15370,3057,394
15371,3057,339
15372,3057,3632
15373,3057,445
15374,3057,266
15375,3054,3603
15376,3054,3602
15377,3054,3605
15378,3054,3593
15379,3054,3666
15380,3050,3603
15381,3050,3602
15382,3050,3605
15383,3050,3593
15384,3050,3666
15385,3241,3603
15386,3241,3602
15387,3241,3605
15388,3241,3593
15389,3241,3666
15390,3052,3603
15391,3052,3602
15392,3052,3605
15393,3052,3593
15394,3052,3666
15395,3057,3603
15396,3057,3602
15397,3057,3605
15398,3057,3593
15399,3057,3666
15400,3054,3477
15401,3054,3478
15402,3054,3324
15403,3054,3322
15404,3054,3319
15405,3050,3477
15406,3050,3478
15407,3050,3324
15408,3050,3322
15409,3050,3319
15410,3241,3477
15411,3241,3478
15412,3241,3324
15413,3241,3322
15414,3241,3319
15415,3052,3477
15416,3052,3478
15417,3052,3324
15418,3052,3322
15419,3052,3319
15420,3057,3477
15421,3057,3478
15422,3057,3324
15423,3057,3322
15424,3057,3319
15425,3054,3054
15426,3054,3050
15427,3054,3241
15428,3054,3052
15429,3054,3057
15430,3050,3054
15431,3050,3050
15432,3050,3241
15433,3050,3052
15434,3050,3057
15435,3241,3054
15436,3241,3050
15437,3241,3241
15438,3241,3052
15439,3241,3057
15440,3052,3054
15441,3052,3050
15442,3052,3241
15444,3052,3057
15445,3057,3054
15446,3057,3050
15447,3057,3241
15448,3057,3052
15449,3057,3057
15450,3054,3412
15451,3054,3411
15452,3054,3410
15453,3054,3413
15454,3054,3486
15455,3050,3412
15456,3050,3411
15457,3050,3410
15458,3050,3413
15459,3050,3486
15460,3241,3412
15461,3241,3411
15462,3241,3410
15463,3241,3413
15464,3241,3486
15465,3052,3412
15466,3052,3411
15467,3052,3410
15468,3052,3413
15469,3052,3486
15470,3057,3412
15471,3057,3411
15472,3057,3410
15473,3057,3413
15474,3057,3486
15477,3054,3423
15478,3054,3310
15479,3054,3300
15482,3050,3423
15483,3050,3310
15484,3050,3300
15487,3241,3423
15488,3241,3310
15489,3241,3300
15492,3052,3423
15493,3052,3310
15494,3052,3300
15497,3057,3423
15498,3057,3310
15499,3057,3300
15500,3054,2005
15501,3054,343
15502,3054,282
15503,3054,3648
15504,3054,313
15505,3050,2005
15506,3050,343
15507,3050,282
15508,3050,3648
15509,3050,313
15510,3241,2005
15511,3241,343
15512,3241,282
15513,3241,3648
15514,3241,313
15515,3052,2005
15516,3052,343
15517,3052,282
15518,3052,3648
15519,3052,313
15520,3057,2005
15521,3057,343
15522,3057,282
15523,3057,3648
15524,3057,313
15525,3054,3042
15526,3054,3043
15527,3054,3044
15528,3054,3041
15529,3054,3604
15530,3050,3042
15531,3050,3043
15532,3050,3044
15533,3050,3041
15534,3050,3604
15535,3241,3042
15536,3241,3043
15537,3241,3044
15538,3241,3041
15539,3241,3604
15544,3052,3604
15545,3057,3042
15546,3057,3043
15547,3057,3044
15548,3057,3041
15549,3057,3604
15551,3054,3064
15552,3054,3058
15553,3054,3059
15554,3054,3179
15556,3050,3064
15557,3050,3058
15558,3050,3059
15559,3050,3179
15561,3241,3064
15562,3241,3058
15563,3241,3059
15564,3241,3179
15569,3052,3179
15571,3057,3064
15572,3057,3058
15573,3057,3059
15574,3057,3179
15602,3054,3601
15603,3054,3596
15604,3054,3631
15607,3050,3601
15608,3050,3596
15609,3050,3631
15612,3241,3601
15613,3241,3596
15614,3241,3631
15617,3052,3601
15618,3052,3596
15619,3052,3631
15622,3057,3601
15623,3057,3596
15624,3057,3631
15625,3054,3396
15626,3054,3386
15627,3054,3384
15628,3054,3321
15629,3054,3388
15630,3050,3396
15631,3050,3386
15632,3050,3384
15633,3050,3321
15634,3050,3388
15635,3241,3396
15636,3241,3386
15637,3241,3384
15638,3241,3321
15639,3241,3388
15640,3052,3396
15641,3052,3386
15642,3052,3384
15643,3052,3321
15644,3052,3388
15645,3057,3396
15646,3057,3386
15647,3057,3384
15648,3057,3321
15649,3057,3388
15650,3054,3529
15651,3054,3629
15652,3054,3518
15653,3054,3531
15654,3054,3510
15655,3050,3529
15656,3050,3629
15657,3050,3518
15658,3050,3531
15659,3050,3510
15660,3241,3529
15661,3241,3629
15662,3241,3518
15663,3241,3531
15664,3241,3510
15670,3057,3529
15671,3057,3629
15672,3057,3518
15673,3057,3531
15674,3057,3510
15675,3054,355
15676,3054,296
15677,3054,3435
15678,3054,308
15679,3054,268
15680,3050,355
15681,3050,296
15682,3050,3435
15683,3050,308
15684,3050,268
15685,3241,355
15686,3241,296
15687,3241,3435
15688,3241,308
15689,3241,268
15690,3052,355
15691,3052,296
15693,3052,308
15695,3057,355
15696,3057,296
15697,3057,3435
15698,3057,308
15699,3057,268
15700,3054,399
15701,3054,364
15702,3054,244
15703,3054,258
15704,3054,275
15705,3050,399
15706,3050,364
15707,3050,244
15708,3050,258
15709,3050,275
15710,3241,399
15711,3241,364
15712,3241,244
15713,3241,258
15714,3241,275
15715,3052,399
15716,3052,364
15717,3052,244
15718,3052,258
15719,3052,275
15720,3057,399
15721,3057,364
15722,3057,244
15723,3057,258
15724,3057,275
15725,3054,3308
15726,3054,3408
15727,3054,3298
15728,3054,3303
15730,3050,3308
15731,3050,3408
15732,3050,3298
15733,3050,3303
15735,3241,3308
15736,3241,3408
15737,3241,3298
15738,3241,3303
15740,3052,3308
15741,3052,3408
15742,3052,3298
15743,3052,3303
15745,3057,3308
15746,3057,3408
15747,3057,3298
15748,3057,3303
15750,3054,3597
15751,3054,3598
15752,3054,3662
15753,3054,3691
15754,3054,3519
15755,3050,3597
15756,3050,3598
15757,3050,3662
15758,3050,3691
15759,3050,3519
15760,3241,3597
15761,3241,3598
15762,3241,3662
15763,3241,3691
15764,3241,3519
15767,3052,3662
15770,3057,3597
15771,3057,3598
15772,3057,3662
15773,3057,3691
15774,3057,3519
15775,3054,3585
15778,3054,3579
15779,3054,3584
15780,3050,3585
15783,3050,3579
15784,3050,3584
15785,3241,3585
15788,3241,3579
15789,3241,3584
15790,3052,3585
15793,3052,3579
15794,3052,3584
15795,3057,3585
15798,3057,3579
15799,3057,3584
15825,3054,323
15826,3054,390
15827,3054,392
15828,3054,261
15829,3054,239
15830,3050,323
15831,3050,390
15832,3050,392
15833,3050,261
15834,3050,239
15835,3241,323
15836,3241,390
15837,3241,392
15838,3241,261
15839,3241,239
15840,3052,323
15841,3052,390
15842,3052,392
15843,3052,261
15844,3052,239
15845,3057,323
15846,3057,390
15847,3057,392
15848,3057,261
15849,3057,239
15850,3054,414
15851,3054,418
15852,3054,3674
15853,3054,2000
15854,3054,2001
15855,3050,414
15856,3050,418
15857,3050,3674
15858,3050,2000
15859,3050,2001
15860,3241,414
15861,3241,418
15862,3241,3674
15863,3241,2000
15864,3241,2001
15865,3052,414
15866,3052,418
15867,3052,3674
15868,3052,2000
15869,3052,2001
15870,3057,414
15871,3057,418
15872,3057,3674
15873,3057,2000
15874,3057,2001
15875,3054,3142
15876,3054,3141
15877,3054,3243
15878,3054,3376
15879,3054,3134
15880,3050,3142
15881,3050,3141
15882,3050,3243
15883,3050,3376
15884,3050,3134
15885,3241,3142
15886,3241,3141
15887,3241,3243
15888,3241,3376
15889,3241,3134
15895,3057,3142
15896,3057,3141
15897,3057,3243
15898,3057,3376
15899,3057,3134
15900,3054,3528
15901,3054,3522
15904,3054,3616
15905,3050,3528
15906,3050,3522
15909,3050,3616
15910,3241,3528
15911,3241,3522
15914,3241,3616
15919,3052,3616
15920,3057,3528
15921,3057,3522
15924,3057,3616
15928,3054,3599
15933,3050,3599
15938,3241,3599
15943,3052,3599
15948,3057,3599
15975,3054,3490
15976,3054,3495
15977,3054,3551
15978,3054,3494
15979,3054,3491
15980,3050,3490
15981,3050,3495
15982,3050,3551
15983,3050,3494
15984,3050,3491
15985,3241,3490
15986,3241,3495
15987,3241,3551
15988,3241,3494
15989,3241,3491
15990,3052,3490
15991,3052,3495
15992,3052,3551
15993,3052,3494
15994,3052,3491
15995,3057,3490
15996,3057,3495
15997,3057,3551
15998,3057,3494
15999,3057,3491
16050,3054,432
16051,3054,317
16055,3050,432
16056,3050,317
16060,3241,432
16061,3241,317
16070,3057,432
16071,3057,317
16075,3054,3083
16076,3054,3086
16077,3054,3430
16078,3054,3081
16079,3054,3094
16080,3050,3083
16081,3050,3086
16082,3050,3430
16083,3050,3081
16084,3050,3094
16085,3241,3083
16086,3241,3086
16087,3241,3430
16088,3241,3081
16089,3241,3094
16090,3052,3083
16091,3052,3086
16092,3052,3430
16093,3052,3081
16094,3052,3094
16095,3057,3083
16096,3057,3086
16097,3057,3430
16098,3057,3081
16099,3057,3094
16100,3054,195
16101,3054,360
16102,3054,415
16103,3054,304
16104,3054,260
16105,3050,195
16106,3050,360
16107,3050,415
16108,3050,304
16109,3050,260
16110,3241,195
16111,3241,360
16112,3241,415
16113,3241,304
16114,3241,260
16120,3057,195
16121,3057,360
16122,3057,415
16123,3057,304
16124,3057,260
16129,3054,3661
16134,3050,3661
16139,3241,3661
16144,3052,3661
16149,3057,3661
16150,3054,402
16151,3054,503
16152,3054,435
16153,3054,3641
16154,3054,497
16155,3050,402
16156,3050,503
16157,3050,435
16158,3050,3641
16159,3050,497
16160,3241,402
16161,3241,503
16162,3241,435
16163,3241,3641
16164,3241,497
16170,3057,402
16171,3057,503
16172,3057,435
16173,3057,3641
16174,3057,497
16200,3054,262
16201,3054,241
16202,3054,245
16203,3054,270
16204,3054,419
16205,3050,262
16206,3050,241
16207,3050,245
16208,3050,270
16209,3050,419
16210,3241,262
16211,3241,241
16212,3241,245
16213,3241,270
16214,3241,419
16215,3052,262
16216,3052,241
16217,3052,245
16218,3052,270
16219,3052,419
16220,3057,262
16221,3057,241
16222,3057,245
16223,3057,270
16224,3057,419
16225,3054,523
16226,3054,477
16227,3054,3635
16228,3054,490
16229,3054,529
16230,3050,523
16231,3050,477
16232,3050,3635
16233,3050,490
16234,3050,529
16235,3241,523
16236,3241,477
16237,3241,3635
16238,3241,490
16239,3241,529
16245,3057,523
16246,3057,477
16247,3057,3635
16248,3057,490
16249,3057,529
16250,3054,3399
16251,3054,3373
16252,3054,3401
16253,3054,3403
16254,3054,3404
16255,3050,3399
16256,3050,3373
16257,3050,3401
16258,3050,3403
16259,3050,3404
16260,3241,3399
16261,3241,3373
16262,3241,3401
16263,3241,3403
16264,3241,3404
16265,3052,3399
16266,3052,3373
16267,3052,3401
16268,3052,3403
16269,3052,3404
16270,3057,3399
16271,3057,3373
16272,3057,3401
16273,3057,3403
16274,3057,3404
16275,3054,3106
16276,3054,3108
16277,3054,3100
16279,3054,3095
16280,3050,3106
16281,3050,3108
16282,3050,3100
16284,3050,3095
16285,3241,3106
16286,3241,3108
16287,3241,3100
16289,3241,3095
16290,3052,3106
16291,3052,3108
16292,3052,3100
16294,3052,3095
16295,3057,3106
16296,3057,3108
16297,3057,3100
16299,3057,3095
16300,3054,380
16301,3054,369
16302,3054,383
16303,3054,247
16304,3054,358
16305,3050,380
16306,3050,369
16307,3050,383
16308,3050,247
16309,3050,358
16310,3241,380
16311,3241,369
16312,3241,383
16313,3241,247
16314,3241,358
16320,3057,380
16321,3057,369
16322,3057,383
16323,3057,247
16324,3057,358
16325,3054,347
16326,3054,328
16327,3054,3474
16328,3054,128
16329,3054,127
16330,3050,347
16331,3050,328
16332,3050,3474
16333,3050,128
16334,3050,127
16335,3241,347
16336,3241,328
16337,3241,3474
16338,3241,128
16339,3241,127
16345,3057,347
16346,3057,328
16347,3057,3474
16348,3057,128
16349,3057,127
16400,3054,476
16401,3054,540
16402,3054,528
16403,3054,546
16404,3054,536
16405,3050,476
16406,3050,540
16407,3050,528
16408,3050,546
16409,3050,536
16410,3241,476
16411,3241,540
16412,3241,528
16413,3241,546
16414,3241,536
16420,3057,476
16421,3057,540
16422,3057,528
16423,3057,546
16424,3057,536
16450,3054,3131
16453,3054,3152
16454,3054,3447
16455,3050,3131
16458,3050,3152
16459,3050,3447
16460,3241,3131
16463,3241,3152
16464,3241,3447
16470,3057,3131
16473,3057,3152
16474,3057,3447
16476,3054,151
16478,3054,531
16479,3054,251
16481,3050,151
16483,3050,531
16484,3050,251
16486,3241,151
16488,3241,531
16489,3241,251
16496,3057,151
16498,3057,531
16499,3057,251
16500,3054,291
16501,3054,356
16502,3054,502
16503,3054,350
16504,3054,349
16505,3050,291
16506,3050,356
16507,3050,502
16508,3050,350
16509,3050,349
16510,3241,291
16511,3241,356
16512,3241,502
16513,3241,350
16514,3241,349
16520,3057,291
16521,3057,356
16522,3057,502
16523,3057,350
16524,3057,349
16525,3054,167
16526,3054,518
16527,3054,3431
16529,3054,440
16530,3050,167
16531,3050,518
16532,3050,3431
16534,3050,440
16535,3241,167
16536,3241,518
16537,3241,3431
16539,3241,440
16545,3057,167
16546,3057,518
16547,3057,3431
16549,3057,440
16575,3054,3297
16576,3054,3306
16577,3054,3365
16578,3054,3304
16579,3054,3405
16580,3050,3297
16581,3050,3306
16582,3050,3365
16583,3050,3304
16584,3050,3405
16585,3241,3297
16586,3241,3306
16587,3241,3365
16588,3241,3304
16589,3241,3405
16590,3052,3297
16591,3052,3306
16592,3052,3365
16593,3052,3304
16594,3052,3405
16595,3057,3297
16596,3057,3306
16597,3057,3365
16598,3057,3304
16599,3057,3405
16625,3054,3574
16626,3054,3576
16627,3054,3558
16628,3054,3544
16629,3054,3581
16630,3050,3574
16631,3050,3576
16632,3050,3558
16633,3050,3544
16634,3050,3581
16635,3241,3574
16636,3241,3576
16637,3241,3558
16638,3241,3544
16639,3241,3581
16640,3052,3574
16641,3052,3576
16642,3052,3558
16643,3052,3544
16644,3052,3581
16645,3057,3574
16646,3057,3576
16647,3057,3558
16648,3057,3544
16649,3057,3581
16653,3054,3354
16658,3050,3354
16663,3241,3354
16668,3052,3354
16673,3057,3354
16701,3054,443
16702,3054,389
16703,3054,460
16704,3054,3078
16706,3050,443
16707,3050,389
16708,3050,460
16709,3050,3078
16711,3241,443
16712,3241,389
16713,3241,460
16714,3241,3078
16716,3052,443
16717,3052,389
16718,3052,460
16719,3052,3078
16721,3057,443
16722,3057,389
16723,3057,460
16724,3057,3078
16754,3054,3046
16759,3050,3046
16764,3241,3046
16769,3052,3046
16774,3057,3046
16775,3054,3123
16776,3054,3221
16777,3054,3647
16778,3054,3570
16780,3050,3123
16781,3050,3221
16782,3050,3647
16783,3050,3570
16785,3241,3123
16786,3241,3221
16787,3241,3647
16788,3241,3570
16795,3057,3123
16796,3057,3221
16797,3057,3647
16798,3057,3570
16825,3054,309
16826,3054,3461
16827,3054,426
16828,3054,152
16829,3054,276
16830,3050,309
16831,3050,3461
16832,3050,426
16833,3050,152
16834,3050,276
16835,3241,309
16836,3241,3461
16837,3241,426
16838,3241,152
16839,3241,276
16845,3057,309
16846,3057,3461
16847,3057,426
16848,3057,152
16849,3057,276
16850,3054,307
16851,3054,361
16852,3054,340
16854,3054,311
16855,3050,307
16856,3050,361
16857,3050,340
16859,3050,311
16860,3241,307
16861,3241,361
16862,3241,340
16864,3241,311
16866,3052,361
16870,3057,307
16871,3057,361
16872,3057,340
16874,3057,311
16875,3054,382
16877,3054,285
16878,3054,496
16879,3054,3463
16880,3050,382
16882,3050,285
16883,3050,496
16884,3050,3463
16885,3241,382
16887,3241,285
16888,3241,496
16889,3241,3463
16895,3057,382
16897,3057,285
16898,3057,496
16899,3057,3463
16900,3054,509
16901,3054,453
16902,3054,462
16903,3054,3658
16904,3054,3659
16905,3050,509
16906,3050,453
16907,3050,462
16908,3050,3658
16909,3050,3659
16910,3241,509
16911,3241,453
16912,3241,462
16913,3241,3658
16914,3241,3659
16920,3057,509
16921,3057,453
16922,3057,462
16923,3057,3658
16924,3057,3659
16925,3054,3088
16926,3054,3087
16927,3054,3090
16928,3054,3091
16929,3054,471
16930,3050,3088
16931,3050,3087
16932,3050,3090
16933,3050,3091
16934,3050,471
16935,3241,3088
16936,3241,3087
16937,3241,3090
16938,3241,3091
16939,3241,471
16940,3052,3088
16941,3052,3087
16942,3052,3090
16943,3052,3091
16944,3052,471
16945,3057,3088
16946,3057,3087
16947,3057,3090
16948,3057,3091
16949,3057,471
16950,3054,3077
16951,3054,3071
16952,3054,3073
16953,3054,3069
16954,3054,3080
16955,3050,3077
16956,3050,3071
16957,3050,3073
16958,3050,3069
16959,3050,3080
16960,3241,3077
16961,3241,3071
16962,3241,3073
16963,3241,3069
16964,3241,3080
16965,3052,3077
16966,3052,3071
16967,3052,3073
16968,3052,3069
16969,3052,3080
16970,3057,3077
16971,3057,3071
16972,3057,3073
16973,3057,3069
16974,3057,3080
17001,3054,417
17002,3054,3002
17004,3054,327
17006,3050,417
17007,3050,3002
17009,3050,327
17011,3241,417
17012,3241,3002
17014,3241,327
17021,3057,417
17022,3057,3002
17024,3057,327
17025,3054,3140
17026,3054,3151
17027,3054,3372
17028,3054,3156
17029,3054,3370
17030,3050,3140
17031,3050,3151
17032,3050,3372
17033,3050,3156
17034,3050,3370
17035,3241,3140
17036,3241,3151
17037,3241,3372
17038,3241,3156
17039,3241,3370
17045,3057,3140
17046,3057,3151
17047,3057,3372
17048,3057,3156
17049,3057,3370
17053,3054,346
17058,3050,346
17063,3241,346
17073,3057,346
17080,3529,3505
17081,3529,3529
17082,3529,3622
17083,3529,3531
17084,3529,3629
17090,3531,3505
17091,3531,3529
17092,3531,3622
17093,3531,3531
17094,3531,3629
17095,3629,3505
17096,3629,3529
17097,3629,3622
17098,3629,3531
17099,3629,3629
17104,3505,3507
17107,3529,3499
17108,3529,3504
17109,3529,3507
17114,3622,3507
17117,3531,3499
17118,3531,3504
17119,3531,3507
17122,3629,3499
17123,3629,3504
17124,3629,3507
17126,3505,3649
17127,3505,3533
17128,3505,3508
17129,3505,3541
17131,3529,3649
17132,3529,3533
17133,3529,3508
17134,3529,3541
17136,3622,3649
17137,3622,3533
17138,3622,3508
17139,3622,3541
17141,3531,3649
17142,3531,3533
17143,3531,3508
17144,3531,3541
17146,3629,3649
17147,3629,3533
17148,3629,3508
17149,3629,3541
17280,3597,358
17281,3597,127
17282,3597,347
17283,3597,346
17284,3597,247
17314,3499,3507
17319,3504,3507
17324,3507,3507
17350,3505,3168
17351,3505,3226
17352,3505,3282
17353,3505,3170
17354,3505,3143
17355,3622,3168
17356,3622,3226
17357,3622,3282
17358,3622,3170
17359,3622,3143
17360,3499,3168
17361,3499,3226
17362,3499,3282
17363,3499,3170
17364,3499,3143
17365,3504,3168
17366,3504,3226
17367,3504,3282
17368,3504,3170
17369,3504,3143
17370,3507,3168
17371,3507,3226
17372,3507,3282
17373,3507,3170
17374,3507,3143
17389,3499,3649
17394,3504,3649
17399,3507,3649
17439,3423,3300
17444,3310,3300
17449,3300,3300
17550,3477,3412
17551,3477,3411
17552,3477,3410
17553,3477,3413
17554,3477,3486
17555,3478,3412
17556,3478,3411
17557,3478,3410
17558,3478,3413
17559,3478,3486
17560,3423,3412
17561,3423,3411
17562,3423,3410
17563,3423,3413
17564,3423,3486
17565,3310,3412
