,startid,endid
248820,3517,476
248821,3517,540
248822,3517,528
248823,3517,546
248824,3517,536
248865,3523,3131
248868,3523,3152
248869,3523,3447
248870,3517,3131
248873,3517,3152
248874,3517,3447
248915,3523,3356
248916,3523,3176
248917,3523,3159
248918,3523,3158
248919,3523,3175
248920,3517,3356
248921,3517,3176
248922,3517,3159
248923,3517,3158
248924,3517,3175
248965,3523,3125
248966,3523,3127
248967,3523,3124
248968,3523,3615
248969,3523,3611
248970,3517,3125
248971,3517,3127
248972,3517,3124
248973,3517,3615
248974,3517,3611
248990,3523,3130
248991,3523,3128
248992,3523,3129
248993,3523,3620
248994,3523,3556
248995,3517,3130
248996,3517,3128
248997,3517,3129
248998,3517,3620
248999,3517,3556
249019,3523,3545
249024,3517,3545
249040,3523,3647
249045,3517,3647
249066,3523,3074
249067,3523,3081
249068,3523,3086
249069,3523,3068
249071,3517,3074
249072,3517,3081
249073,3517,3086
249074,3517,3068
249090,3523,3466
249091,3523,524
249092,3523,484
249093,3523,3680
249094,3523,3233
249095,3517,3466
249096,3517,524
249097,3517,484
249098,3517,3680
249099,3517,3233
249115,3523,454
249116,3523,516
249117,3523,441
249118,3523,164
249119,3523,455
249120,3517,454
249121,3517,516
249122,3517,441
249123,3517,164
249124,3517,455
249140,3523,447
249141,3523,500
249142,3523,449
249143,3523,450
249144,3523,469
249145,3517,447
249146,3517,500
249147,3517,449
249148,3517,450
249149,3517,469
249165,3523,362
249166,3523,267
249167,3523,485
249168,3523,533
249169,3523,505
249170,3517,362
249171,3517,267
249172,3517,485
249173,3517,533
249174,3517,505
249190,3523,3536
249191,3523,3542
249192,3523,3539
249193,3523,3623
249194,3523,3552
249195,3517,3536
249196,3517,3542
249197,3517,3539
249198,3517,3623
249199,3517,3552
249217,3523,3498
249222,3517,3498
249240,3523,167
249241,3523,518
249242,3523,3431
249244,3523,440
249245,3517,167
249246,3517,518
249247,3517,3431
249249,3517,440
249293,3523,3523
249294,3523,3517
249298,3517,3523
249299,3517,3517
249315,3523,3297
249316,3523,3306
249317,3523,3365
249318,3523,3304
249319,3523,3405
249320,3517,3297
249321,3517,3306
249322,3517,3365
249323,3517,3304
249324,3517,3405
249340,3523,3641
249341,3523,474
249342,3523,491
249343,3523,466
249344,3523,486
249345,3517,3641
249346,3517,474
249347,3517,491
249348,3517,466
249349,3517,486
249365,3523,3560
249366,3523,3625
249367,3523,3563
249368,3523,3559
249369,3523,3654
249370,3517,3560
249371,3517,3625
249372,3517,3563
249373,3517,3559
249374,3517,3654
249391,3523,3351
249396,3517,3351
249419,3523,3044
249424,3517,3044
249443,3523,3179
249448,3517,3179
249465,3523,3565
249466,3523,3646
249467,3523,3557
249468,3523,3554
249470,3517,3565
249471,3517,3646
249472,3517,3557
249473,3517,3554
249519,3523,3046
249524,3517,3046
249567,3523,3688
249569,3523,305
249572,3517,3688
249574,3517,305
249590,3523,173
249593,3523,2021
249594,3523,465
249595,3517,173
249598,3517,2021
249599,3517,465
249616,3523,361
249621,3517,361
249665,3523,382
249666,3523,497
249667,3523,285
249668,3523,496
249670,3517,382
249671,3517,497
249672,3517,285
249673,3517,496
249690,3523,3294
249691,3523,3292
249693,3523,3284
249694,3523,3336
249695,3517,3294
249696,3517,3292
249698,3517,3284
249699,3517,3336
249715,3523,3370
249716,3523,3671
249717,3523,3146
249718,3523,3438
249719,3523,3140
249720,3517,3370
249721,3517,3671
249722,3517,3146
249723,3517,3438
249724,3517,3140
249740,3523,3177
249741,3523,3171
249742,3523,3285
249744,3523,3289
249745,3517,3177
249746,3517,3171
249747,3517,3285
249749,3517,3289
249840,3523,509
249841,3523,453
249842,3523,462
249843,3523,3658
249844,3523,3659
249845,3517,509
249846,3517,453
249847,3517,462
249848,3517,3658
249849,3517,3659
249865,3523,3077
249866,3523,3071
249867,3523,3073
249868,3523,3069
249869,3523,3080
249870,3517,3077
249871,3517,3071
249872,3517,3073
249873,3517,3069
249874,3517,3080
249966,3523,3151
249967,3523,3372
249968,3523,3156
249971,3517,3151
249972,3517,3372
249973,3517,3156
249990,3523,3148
249991,3523,3150
249992,3523,3288
249993,3523,3157
249994,3523,3290
249995,3517,3148
249996,3517,3150
249997,3517,3288
249998,3517,3157
249999,3517,3290
250016,3523,127
250017,3523,347
250018,3523,346
250021,3517,127
250022,3517,347
250023,3517,346
250044,3041,3662
250093,3041,3572
250150,3297,394
250151,3297,339
250152,3297,3632
250153,3297,445
250154,3297,266
250155,3306,394
250156,3306,339
250157,3306,3632
250158,3306,445
250159,3306,266
250160,3365,394
250161,3365,339
250162,3365,3632
250163,3365,445
250164,3365,266
250165,3304,394
250166,3304,339
250167,3304,3632
250168,3304,445
250169,3304,266
250170,3405,394
250171,3405,339
250172,3405,3632
250173,3405,445
250174,3405,266
250175,3297,3603
250176,3297,3602
250177,3297,3605
250178,3297,3593
250179,3297,3666
250180,3306,3603
250181,3306,3602
250182,3306,3605
250183,3306,3593
250184,3306,3666
250185,3365,3603
250186,3365,3602
250187,3365,3605
250188,3365,3593
250189,3365,3666
250190,3304,3603
250191,3304,3602
250192,3304,3605
250193,3304,3593
250194,3304,3666
250195,3405,3603
250196,3405,3602
250197,3405,3605
250198,3405,3593
250199,3405,3666
250200,3297,3002
250201,3297,363
250202,3297,327
250203,3297,309
250204,3297,195
250205,3306,3002
250206,3306,363
250207,3306,327
250208,3306,309
250209,3306,195
250210,3365,3002
250211,3365,363
250212,3365,327
250213,3365,309
250214,3365,195
250215,3304,3002
250216,3304,363
250217,3304,327
250218,3304,309
250219,3304,195
250220,3405,3002
250221,3405,363
250222,3405,327
250223,3405,309
250224,3405,195
250225,3297,3477
250226,3297,3478
250227,3297,3324
250228,3297,3322
250229,3297,3319
250230,3306,3477
250231,3306,3478
250232,3306,3324
250233,3306,3322
250234,3306,3319
250235,3365,3477
250236,3365,3478
250237,3365,3324
250238,3365,3322
250239,3365,3319
250240,3304,3477
250241,3304,3478
250242,3304,3324
250243,3304,3322
250244,3304,3319
250245,3405,3477
250246,3405,3478
250247,3405,3324
250248,3405,3322
250249,3405,3319
250250,3297,3054
250251,3297,3050
250252,3297,3241
250253,3297,3052
250254,3297,3057
250255,3306,3054
250256,3306,3050
250257,3306,3241
250258,3306,3052
250259,3306,3057
250260,3365,3054
250261,3365,3050
250262,3365,3241
250263,3365,3052
250264,3365,3057
250265,3304,3054
250266,3304,3050
250267,3304,3241
250268,3304,3052
250269,3304,3057
250270,3405,3054
250271,3405,3050
250272,3405,3241
250273,3405,3052
250274,3405,3057
250277,3297,3423
250278,3297,3310
250279,3297,3300
250282,3306,3423
250283,3306,3310
250284,3306,3300
250287,3365,3423
250288,3365,3310
250289,3365,3300
250292,3304,3423
250293,3304,3310
250294,3304,3300
250297,3405,3423
250298,3405,3310
250299,3405,3300
250325,3297,259
250326,3297,534
250327,3297,427
250328,3297,260
250329,3297,304
250330,3306,259
250331,3306,534
250332,3306,427
250333,3306,260
250334,3306,304
250335,3365,259
250336,3365,534
250337,3365,427
250338,3365,260
250339,3365,304
250340,3304,259
250341,3304,534
250342,3304,427
250343,3304,260
250344,3304,304
250345,3405,259
250346,3405,534
250347,3405,427
250348,3405,260
250349,3405,304
250350,3297,3350
250351,3297,3331
250352,3297,3689
250353,3297,3366
250354,3297,3357
250355,3306,3350
250356,3306,3331
250357,3306,3689
250358,3306,3366
250359,3306,3357
250360,3365,3350
250361,3365,3331
250362,3365,3689
250363,3365,3366
250364,3365,3357
250365,3304,3350
250366,3304,3331
250367,3304,3689
250368,3304,3366
250369,3304,3357
250370,3405,3350
250371,3405,3331
250372,3405,3689
250373,3405,3366
250374,3405,3357
250375,3297,3412
250376,3297,3411
250377,3297,3410
250378,3297,3413
250379,3297,3486
250380,3306,3412
250381,3306,3411
250382,3306,3410
250383,3306,3413
250384,3306,3486
250385,3365,3412
250386,3365,3411
250387,3365,3410
250388,3365,3413
250389,3365,3486
250390,3304,3412
250391,3304,3411
250392,3304,3410
250393,3304,3413
250394,3304,3486
250395,3405,3412
250396,3405,3411
250397,3405,3410
250398,3405,3413
250399,3405,3486
250426,3297,3599
250427,3297,3601
250431,3306,3599
250432,3306,3601
250436,3365,3599
250437,3365,3601
250441,3304,3599
250442,3304,3601
250446,3405,3599
250447,3405,3601
250450,3297,391
250451,3297,406
250452,3297,322
250453,3297,314
250454,3297,407
250455,3306,391
250456,3306,406
250457,3306,322
250458,3306,314
250459,3306,407
250460,3365,391
250461,3365,406
250462,3365,322
250463,3365,314
250464,3365,407
250465,3304,391
250466,3304,406
250467,3304,322
250468,3304,314
250469,3304,407
250470,3405,391
250471,3405,406
250472,3405,322
250473,3405,314
250474,3405,407
250475,3297,2005
250476,3297,343
250477,3297,282
250478,3297,3648
250479,3297,313
250480,3306,2005
250481,3306,343
250482,3306,282
250483,3306,3648
250484,3306,313
250485,3365,2005
250486,3365,343
250487,3365,282
250488,3365,3648
250489,3365,313
250490,3304,2005
250491,3304,343
250492,3304,282
250493,3304,3648
250494,3304,313
250495,3405,2005
250496,3405,343
250497,3405,282
250498,3405,3648
250499,3405,313
250500,3297,3042
250501,3297,3043
250502,3297,3044
250503,3297,3041
250504,3297,3604
250505,3306,3042
250506,3306,3043
250507,3306,3044
250508,3306,3041
250509,3306,3604
250510,3365,3042
250511,3365,3043
250512,3365,3044
250513,3365,3041
250514,3365,3604
250515,3304,3042
250516,3304,3043
250517,3304,3044
250518,3304,3041
250519,3304,3604
250520,3405,3042
250521,3405,3043
250522,3405,3044
250523,3405,3041
250524,3405,3604
250526,3297,3064
250527,3297,3058
250528,3297,3059
250529,3297,3179
250531,3306,3064
250532,3306,3058
250533,3306,3059
250534,3306,3179
250536,3365,3064
250537,3365,3058
250538,3365,3059
250539,3365,3179
250541,3304,3064
250542,3304,3058
250543,3304,3059
250544,3304,3179
250546,3405,3064
250547,3405,3058
250548,3405,3059
250549,3405,3179
250603,3297,3596
250604,3297,3631
250608,3306,3596
250609,3306,3631
250613,3365,3596
250614,3365,3631
250618,3304,3596
250619,3304,3631
250623,3405,3596
250624,3405,3631
250625,3297,3396
250626,3297,3386
250627,3297,3384
250628,3297,3321
250629,3297,3388
250630,3306,3396
250631,3306,3386
250632,3306,3384
250633,3306,3321
250634,3306,3388
250635,3365,3396
250636,3365,3386
250637,3365,3384
250638,3365,3321
250639,3365,3388
250640,3304,3396
250641,3304,3386
250642,3304,3384
250643,3304,3321
250644,3304,3388
250645,3405,3396
250646,3405,3386
250647,3405,3384
250648,3405,3321
250649,3405,3388
250650,3297,3531
250651,3297,3629
250652,3297,3529
250653,3297,3510
250654,3297,3518
250655,3306,3531
250656,3306,3629
250657,3306,3529
250658,3306,3510
250659,3306,3518
250660,3365,3531
250661,3365,3629
250662,3365,3529
250663,3365,3510
250664,3365,3518
250665,3304,3531
250666,3304,3629
250667,3304,3529
250668,3304,3510
250669,3304,3518
250670,3405,3531
250671,3405,3629
250672,3405,3529
250673,3405,3510
250674,3405,3518
250700,3297,355
250701,3297,296
250702,3297,3435
250703,3297,308
250704,3297,268
250705,3306,355
250706,3306,296
250707,3306,3435
250708,3306,308
250709,3306,268
250710,3365,355
250711,3365,296
250712,3365,3435
250713,3365,308
250714,3365,268
250715,3304,355
250716,3304,296
250717,3304,3435
250718,3304,308
250719,3304,268
250720,3405,355
250721,3405,296
250722,3405,3435
250723,3405,308
250724,3405,268
250725,3297,350
250726,3297,311
250727,3297,307
250728,3297,356
250729,3297,340
250730,3306,350
250731,3306,311
250732,3306,307
250733,3306,356
250734,3306,340
250735,3365,350
250736,3365,311
250737,3365,307
250738,3365,356
250739,3365,340
250740,3304,350
250741,3304,311
250742,3304,307
250743,3304,356
250744,3304,340
250745,3405,350
250746,3405,311
250747,3405,307
250748,3405,356
250749,3405,340
250750,3297,399
250751,3297,364
250752,3297,244
250753,3297,258
250754,3297,275
250755,3306,399
250756,3306,364
250757,3306,244
250758,3306,258
250759,3306,275
250760,3365,399
250761,3365,364
250762,3365,244
250763,3365,258
250764,3365,275
250765,3304,399
250766,3304,364
250767,3304,244
250768,3304,258
250769,3304,275
250770,3405,399
250771,3405,364
250772,3405,244
250773,3405,258
250774,3405,275
250775,3297,495
250776,3297,508
250777,3297,515
250778,3297,479
250779,3297,480
250780,3306,495
250781,3306,508
250782,3306,515
250783,3306,479
250784,3306,480
250785,3365,495
250786,3365,508
250787,3365,515
250788,3365,479
250789,3365,480
250790,3304,495
250791,3304,508
250792,3304,515
250793,3304,479
250794,3304,480
250795,3405,495
250796,3405,508
250797,3405,515
250798,3405,479
250799,3405,480
250800,3297,3308
250801,3297,3408
250802,3297,3298
250803,3297,3303
250805,3306,3308
250806,3306,3408
250807,3306,3298
250808,3306,3303
250810,3365,3308
250811,3365,3408
250812,3365,3298
250813,3365,3303
250815,3304,3308
250816,3304,3408
250817,3304,3298
250818,3304,3303
250820,3405,3308
250821,3405,3408
250822,3405,3298
250823,3405,3303
250825,3297,3528
250826,3297,3522
250827,3297,3691
250828,3297,3519
250829,3297,3598
250830,3306,3528
250831,3306,3522
250832,3306,3691
250833,3306,3519
250834,3306,3598
250835,3365,3528
250836,3365,3522
250837,3365,3691
250838,3365,3519
250839,3365,3598
250840,3304,3528
250841,3304,3522
250842,3304,3691
250843,3304,3519
250844,3304,3598
250845,3405,3528
250846,3405,3522
250847,3405,3691
250848,3405,3519
250849,3405,3598
250850,3297,3394
250851,3297,3393
250852,3297,3342
250853,3297,3333
250854,3297,3669
250855,3306,3394
250856,3306,3393
250857,3306,3342
250858,3306,3333
250859,3306,3669
250860,3365,3394
250861,3365,3393
250862,3365,3342
250863,3365,3333
250864,3365,3669
250865,3304,3394
250866,3304,3393
250867,3304,3342
250868,3304,3333
250869,3304,3669
250870,3405,3394
250871,3405,3393
250872,3405,3342
250873,3405,3333
250874,3405,3669
250875,3297,3597
250877,3297,3662
250880,3306,3597
250882,3306,3662
250885,3365,3597
250887,3365,3662
250890,3304,3597
250892,3304,3662
250895,3405,3597
250897,3405,3662
250900,3297,3585
250903,3297,3579
250904,3297,3584
250905,3306,3585
250908,3306,3579
250909,3306,3584
250910,3365,3585
250913,3365,3579
250914,3365,3584
250915,3304,3585
250918,3304,3579
250919,3304,3584
250920,3405,3585
250923,3405,3579
250924,3405,3584
250954,3297,3046
250959,3306,3046
250964,3365,3046
250969,3304,3046
250974,3405,3046
250975,3297,323
250976,3297,390
250977,3297,392
250978,3297,261
250979,3297,239
250980,3306,323
250981,3306,390
250982,3306,392
250983,3306,261
250984,3306,239
250985,3365,323
250986,3365,390
250987,3365,392
250988,3365,261
250989,3365,239
250990,3304,323
250991,3304,390
250992,3304,392
250993,3304,261
250994,3304,239
250995,3405,323
250996,3405,390
250997,3405,392
250998,3405,261
250999,3405,239
251000,3297,414
251001,3297,418
251002,3297,3674
251003,3297,2000
251004,3297,2001
251005,3306,414
251006,3306,418
251007,3306,3674
251008,3306,2000
251009,3306,2001
251010,3365,414
251011,3365,418
251012,3365,3674
251013,3365,2000
251014,3365,2001
251015,3304,414
251016,3304,418
251017,3304,3674
251018,3304,2000
251019,3304,2001
251020,3405,414
251021,3405,418
251022,3405,3674
251023,3405,2000
251024,3405,2001
251050,3297,3142
251051,3297,3141
251052,3297,3243
251053,3297,3376
251054,3297,3134
251055,3306,3142
251056,3306,3141
251057,3306,3243
251058,3306,3376
251059,3306,3134
251060,3365,3142
251061,3365,3141
251062,3365,3243
251063,3365,3376
251064,3365,3134
251065,3304,3142
251066,3304,3141
251067,3304,3243
251068,3304,3376
251069,3304,3134
251070,3405,3142
251071,3405,3141
251072,3405,3243
251073,3405,3376
251074,3405,3134
251076,3297,3622
251079,3297,3505
251081,3306,3622
251084,3306,3505
251086,3365,3622
251089,3365,3505
251091,3304,3622
251094,3304,3505
251096,3405,3622
251099,3405,3505
251175,3297,3490
251176,3297,3495
251177,3297,3551
251178,3297,3494
251179,3297,3491
251180,3306,3490
251181,3306,3495
251182,3306,3551
251183,3306,3494
251184,3306,3491
251185,3365,3490
251186,3365,3495
251187,3365,3551
251188,3365,3494
251189,3365,3491
251190,3304,3490
251191,3304,3495
251192,3304,3551
251193,3304,3494
251194,3304,3491
251195,3405,3490
251196,3405,3495
251197,3405,3551
251198,3405,3494
251199,3405,3491
251250,3297,432
251251,3297,317
251255,3306,432
251256,3306,317
251260,3365,432
251261,3365,317
251265,3304,432
251266,3304,317
251270,3405,432
251271,3405,317
251275,3297,3083
251276,3297,3086
251277,3297,3430
251278,3297,3081
251279,3297,3094
251280,3306,3083
251281,3306,3086
251282,3306,3430
251283,3306,3081
251284,3306,3094
251285,3365,3083
251286,3365,3086
251287,3365,3430
251288,3365,3081
251289,3365,3094
251290,3304,3083
251291,3304,3086
251292,3304,3430
251293,3304,3081
251294,3304,3094
251295,3405,3083
251296,3405,3086
251297,3405,3430
251298,3405,3081
251299,3405,3094
251303,3297,3572
251304,3297,3570
251308,3306,3572
251309,3306,3570
251313,3365,3572
251314,3365,3570
251318,3304,3572
251319,3304,3570
251323,3405,3572
251324,3405,3570
251328,3297,3123
251329,3297,3221
251333,3306,3123
251334,3306,3221
251338,3365,3123
251339,3365,3221
251343,3304,3123
251344,3304,3221
251348,3405,3123
251349,3405,3221
251354,3297,3661
251359,3306,3661
251364,3365,3661
251369,3304,3661
251374,3405,3661
251376,3297,360
251377,3297,415
251381,3306,360
251382,3306,415
251386,3365,360
251387,3365,415
251391,3304,360
251392,3304,415
251396,3405,360
251397,3405,415
251450,3297,402
251451,3297,503
251452,3297,435
251453,3297,3641
251454,3297,497
251455,3306,402
251456,3306,503
251457,3306,435
251458,3306,3641
251459,3306,497
251460,3365,402
251461,3365,503
251462,3365,435
251463,3365,3641
251464,3365,497
251465,3304,402
251466,3304,503
251467,3304,435
251468,3304,3641
251469,3304,497
251470,3405,402
251471,3405,503
251472,3405,435
251473,3405,3641
251474,3405,497
251550,3297,262
251551,3297,241
251552,3297,245
251553,3297,270
251554,3297,419
251555,3306,262
251556,3306,241
251557,3306,245
251558,3306,270
251559,3306,419
251560,3365,262
251561,3365,241
251562,3365,245
251563,3365,270
251564,3365,419
251565,3304,262
251566,3304,241
251567,3304,245
251568,3304,270
251569,3304,419
251570,3405,262
251571,3405,241
251572,3405,245
251573,3405,270
251574,3405,419
251575,3297,523
251576,3297,477
251577,3297,3635
251578,3297,490
251579,3297,529
251580,3306,523
251581,3306,477
251582,3306,3635
251583,3306,490
251584,3306,529
251585,3365,523
251586,3365,477
251587,3365,3635
251588,3365,490
251589,3365,529
251590,3304,523
251591,3304,477
251592,3304,3635
251593,3304,490
251594,3304,529
251595,3405,523
251596,3405,477
251597,3405,3635
251598,3405,490
251599,3405,529
251625,3297,3399
251626,3297,3373
251627,3297,3401
251628,3297,3403
251629,3297,3404
251630,3306,3399
251631,3306,3373
251632,3306,3401
251633,3306,3403
251634,3306,3404
251635,3365,3399
251636,3365,3373
251637,3365,3401
251638,3365,3403
251639,3365,3404
251640,3304,3399
251641,3304,3373
251642,3304,3401
251643,3304,3403
251644,3304,3404
251645,3405,3399
251646,3405,3373
251647,3405,3401
251648,3405,3403
251649,3405,3404
251650,3297,325
251651,3297,461
251653,3297,297
251654,3297,3463
251655,3306,325
251656,3306,461
251658,3306,297
251659,3306,3463
251660,3365,325
251661,3365,461
251663,3365,297
251664,3365,3463
251665,3304,325
251666,3304,461
251668,3304,297
251669,3304,3463
251670,3405,325
251671,3405,461
251673,3405,297
251674,3405,3463
251676,3297,3317
251678,3297,3313
251681,3306,3317
251683,3306,3313
251686,3365,3317
251688,3365,3313
251691,3304,3317
251693,3304,3313
251696,3405,3317
251698,3405,3313
251700,3297,3106
251701,3297,3108
251702,3297,3100
251704,3297,3095
251705,3306,3106
251706,3306,3108
251707,3306,3100
251709,3306,3095
251710,3365,3106
251711,3365,3108
251712,3365,3100
251714,3365,3095
251715,3304,3106
251716,3304,3108
251717,3304,3100
251719,3304,3095
251720,3405,3106
251721,3405,3108
251722,3405,3100
251724,3405,3095
251725,3297,380
251726,3297,369
251727,3297,383
251728,3297,247
251729,3297,358
251730,3306,380
251731,3306,369
251732,3306,383
251733,3306,247
251734,3306,358
251735,3365,380
251736,3365,369
251737,3365,383
251738,3365,247
251739,3365,358
251740,3304,380
251741,3304,369
251742,3304,383
251743,3304,247
251744,3304,358
251745,3405,380
251746,3405,369
251747,3405,383
251748,3405,247
251749,3405,358
251775,3297,3649
251776,3297,3547
251777,3297,3541
251779,3297,3533
251780,3306,3649
251781,3306,3547
251782,3306,3541
251784,3306,3533
251785,3365,3649
251786,3365,3547
251787,3365,3541
251789,3365,3533
251790,3304,3649
251791,3304,3547
251792,3304,3541
251794,3304,3533
251795,3405,3649
251796,3405,3547
251797,3405,3541
251799,3405,3533
251850,3297,347
251851,3297,328
251852,3297,3474
251853,3297,128
251854,3297,127
251855,3306,347
251856,3306,328
251857,3306,3474
251858,3306,128
251859,3306,127
251860,3365,347
251861,3365,328
251862,3365,3474
251863,3365,128
251864,3365,127
251865,3304,347
251866,3304,328
251867,3304,3474
251868,3304,128
251869,3304,127
251870,3405,347
251871,3405,328
251872,3405,3474
251873,3405,128
251874,3405,127
251953,3297,3074
251958,3306,3074
251963,3365,3074
251968,3304,3074
251973,3405,3074
251975,3297,476
251976,3297,540
251977,3297,528
251978,3297,546
251979,3297,536
251980,3306,476
251981,3306,540
251982,3306,528
251983,3306,546
251984,3306,536
251985,3365,476
251986,3365,540
251987,3365,528
251988,3365,546
251989,3365,536
251990,3304,476
251991,3304,540
251992,3304,528
251993,3304,546
251994,3304,536
251995,3405,476
251996,3405,540
251997,3405,528
251998,3405,546
251999,3405,536
252004,3297,3616
252009,3306,3616
252014,3365,3616
252019,3304,3616
252024,3405,3616
252025,3297,3131
252028,3297,3152
252029,3297,3447
252030,3306,3131
252033,3306,3152
252034,3306,3447
252035,3365,3131
252038,3365,3152
252039,3365,3447
252040,3304,3131
252043,3304,3152
252044,3304,3447
252045,3405,3131
252048,3405,3152
252049,3405,3447
252075,3297,3356
252076,3297,3176
252077,3297,3159
252078,3297,3158
252079,3297,3175
252080,3306,3356
252081,3306,3176
252082,3306,3159
252083,3306,3158
252084,3306,3175
252085,3365,3356
252086,3365,3176
252087,3365,3159
252088,3365,3158
252089,3365,3175
252090,3304,3356
252091,3304,3176
252092,3304,3159
252093,3304,3158
252094,3304,3175
252095,3405,3356
252096,3405,3176
252097,3405,3159
252098,3405,3158
252099,3405,3175
252126,3297,151
252128,3297,531
252129,3297,251
252131,3306,151
252133,3306,531
252134,3306,251
252136,3365,151
252138,3365,531
252139,3365,251
252141,3304,151
252143,3304,531
252144,3304,251
252146,3405,151
252148,3405,531
252149,3405,251
252150,3297,3125
252151,3297,3127
252152,3297,3124
252153,3297,3615
252154,3297,3611
252155,3306,3125
252156,3306,3127
252157,3306,3124
252158,3306,3615
252159,3306,3611
252160,3365,3125
252161,3365,3127
252162,3365,3124
252163,3365,3615
252164,3365,3611
252165,3304,3125
252166,3304,3127
252167,3304,3124
252168,3304,3615
252169,3304,3611
252170,3405,3125
252171,3405,3127
252172,3405,3124
252173,3405,3615
252174,3405,3611
252175,3297,3130
252176,3297,3128
252177,3297,3129
252178,3297,3620
252179,3297,3556
252180,3306,3130
252181,3306,3128
252182,3306,3129
252183,3306,3620
252184,3306,3556
252185,3365,3130
252186,3365,3128
252187,3365,3129
252188,3365,3620
252189,3365,3556
252190,3304,3130
252191,3304,3128
252192,3304,3129
252193,3304,3620
252194,3304,3556
252195,3405,3130
252196,3405,3128
252197,3405,3129
252198,3405,3620
252199,3405,3556
252200,3297,291
252202,3297,502
252204,3297,349
252205,3306,291
252207,3306,502
252209,3306,349
252210,3365,291
252212,3365,502
252214,3365,349
252215,3304,291
252217,3304,502
252219,3304,349
252220,3405,291
252222,3405,502
252224,3405,349
252275,3297,3686
252276,3297,405
252277,3297,3659
252278,3297,346
252279,3297,3472
252280,3306,3686
252281,3306,405
252282,3306,3659
252283,3306,346
252284,3306,3472
252285,3365,3686
252286,3365,405
252287,3365,3659
252288,3365,346
252289,3365,3472
252290,3304,3686
252291,3304,405
252292,3304,3659
252293,3304,346
252294,3304,3472
252295,3405,3686
252296,3405,405
252297,3405,3659
252298,3405,346
252299,3405,3472
252302,3297,3499
252303,3297,3504
252304,3297,3507
252307,3306,3499
252308,3306,3504
252309,3306,3507
252312,3365,3499
252313,3365,3504
252314,3365,3507
252317,3304,3499
252318,3304,3504
252319,3304,3507
252322,3405,3499
252323,3405,3504
252324,3405,3507
252329,3297,3068
252334,3306,3068
252339,3365,3068
252344,3304,3068
252349,3405,3068
252350,3297,3466
252351,3297,524
252352,3297,484
252353,3297,3680
252354,3297,3233
252355,3306,3466
252356,3306,524
252357,3306,484
252358,3306,3680
252359,3306,3233
252360,3365,3466
252361,3365,524
252362,3365,484
252363,3365,3680
252364,3365,3233
252365,3304,3466
252366,3304,524
252367,3304,484
252368,3304,3680
252369,3304,3233
252370,3405,3466
252371,3405,524
252372,3405,484
252373,3405,3680
252374,3405,3233
252375,3297,454
252376,3297,516
252377,3297,441
252378,3297,164
252379,3297,455
252380,3306,454
252381,3306,516
252382,3306,441
252383,3306,164
252384,3306,455
252385,3365,454
252386,3365,516
252387,3365,441
252388,3365,164
252389,3365,455
252390,3304,454
252391,3304,516
252392,3304,441
252393,3304,164
252394,3304,455
252395,3405,454
252396,3405,516
252397,3405,441
252398,3405,164
252399,3405,455
252400,3297,447
252401,3297,500
252402,3297,449
252403,3297,450
252404,3297,469
252405,3306,447
252406,3306,500
252407,3306,449
252408,3306,450
252409,3306,469
252410,3365,447
252411,3365,500
252412,3365,449
252413,3365,450
252414,3365,469
252415,3304,447
252416,3304,500
252417,3304,449
252418,3304,450
252419,3304,469
252420,3405,447
252421,3405,500
252422,3405,449
252423,3405,450
252424,3405,469
252425,3297,362
252426,3297,267
252427,3297,485
252428,3297,533
252429,3297,505
252430,3306,362
252431,3306,267
252432,3306,485
252433,3306,533
252434,3306,505
252435,3365,362
252436,3365,267
252437,3365,485
252438,3365,533
252439,3365,505
252440,3304,362
252441,3304,267
252442,3304,485
252443,3304,533
252444,3304,505
252445,3405,362
252446,3405,267
252447,3405,485
252448,3405,533
252449,3405,505
252475,3297,3536
252476,3297,3542
252477,3297,3539
252478,3297,3623
252479,3297,3552
252480,3306,3536
252481,3306,3542
252482,3306,3539
252483,3306,3623
252484,3306,3552
252485,3365,3536
252486,3365,3542
252487,3365,3539
252488,3365,3623
252489,3365,3552
252490,3304,3536
252491,3304,3542
252492,3304,3539
252493,3304,3623
252494,3304,3552
252495,3405,3536
252496,3405,3542
252497,3405,3539
252498,3405,3623
252499,3405,3552
252502,3297,3498
252507,3306,3498
252512,3365,3498
252517,3304,3498
252522,3405,3498
252525,3297,167
252526,3297,518
252527,3297,3431
252529,3297,440
252530,3306,167
252531,3306,518
252532,3306,3431
252534,3306,440
252535,3365,167
252536,3365,518
252537,3365,3431
252539,3365,440
252540,3304,167
252541,3304,518
252542,3304,3431
252544,3304,440
252545,3405,167
252546,3405,518
252547,3405,3431
252549,3405,440
252650,3297,3297
252651,3297,3306
252652,3297,3365
252653,3297,3304
252654,3297,3405
252655,3306,3297
252656,3306,3306
252657,3306,3365
252658,3306,3304
252659,3306,3405
252660,3365,3297
252661,3365,3306
252662,3365,3365
252663,3365,3304
252664,3365,3405
252665,3304,3297
252666,3304,3306
252667,3304,3365
252668,3304,3304
252669,3304,3405
252670,3405,3297
252671,3405,3306
252672,3405,3365
252673,3405,3304
252674,3405,3405
252676,3297,474
252677,3297,491
252678,3297,466
252679,3297,486
252681,3306,474
252682,3306,491
252683,3306,466
252684,3306,486
252686,3365,474
252687,3365,491
252688,3365,466
252689,3365,486
252691,3304,474
252692,3304,491
252693,3304,466
252694,3304,486
252696,3405,474
252697,3405,491
